"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1827.85/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method","PrivateNote"
"0xed2441d07bb396a85f1737c09c309c468ec5ec185ec486d082808ed01d2d6c07","17162287","1682899223","2023-05-01 00:00:23","0xdcaaef2b0d7bf0d84effdd62c65f9ea1beb48b68","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.001772936906907195","3.24066272529032","","","","Transfer",""
"0x6b99766ce4fe2176bb0fc176c33d448ed46e7a403ed6d744593500c260aa9178","17162287","1682899223","2023-05-01 00:00:23","0x5e3a2524327845979f6862baf9d1fe8771375689","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.001772450471100375","3.23977359360082","","","","Transfer",""
"0x2fa57b76e06025c1299f64da2d5e69ad2ed85ef225a8ca48e95a79643337e59f","17162287","1682899223","2023-05-01 00:00:23","0xc280d8552f65cd750f1e85e8f46277c4f6eca938","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002423043995818875","4.42896096775753","","","","Transfer",""
"0xd29d996e380cbaf8e19f45ac272ba5d62fc00c0eb7925fa5fb3811b9dd54b854","17162287","1682899223","2023-05-01 00:00:23","0xdeb116af327aab757cdf12939d2872ef1efe42ab","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002413444010012055","4.41141363370053","","","","Transfer",""
"0xbcc6629bee920ea87098da5c46c5ab51498e06ab2b86c79057fd8e4fa7ac0b29","17162287","1682899223","2023-05-01 00:00:23","0x523f79910c3a95c17e232677a33e63b05e7e92c0","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002410878995818875","4.40672517250753","","","","Transfer",""
"0x6ae28ab0c4287ee5174ab25c21ec8ac3f54821cdf1ef7d76eeb8467e6f2d2ab1","17162287","1682899223","2023-05-01 00:00:23","0xacc884e01f6ed18e7313a0c480b389ffcd15e6e5","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.001733097971100375","3.16784312647582","","","","Transfer",""
"0x87ad9713cc979ef32d10f30eaf17b3e35e053590a3aabf5fe9a78aaa6a24ea3a","17162287","1682899223","2023-05-01 00:00:23","0x6e867acf40d34c0afc8be80ad1d0438ee83e089e","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.001697504558223345","3.10278370674854","","","","Approve",""
"0xee4df995ea820dcb5a689ea809d1d46a37e77713a248db20997a73b291413dfa","17162288","1682899235","2023-05-01 00:00:35","0xd2030d274861d26a530cbf13c0f0b1b5984f9d55","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002317425","4.23590528625","","","","Transfer",""
"0x2e76470e8ca7cdb6a28798199ed236c090830c3a16c11151bd3f7528ed37b800","17162288","1682899235","2023-05-01 00:00:35","0x2c93b495eb6ab3b20234b1da51b8af712dc58f05","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002317425","4.23590528625","","","","Transfer",""
"0x7a691c1440ce9b8acf1c0796c5b4034cc58278fb4e37f9315435e4ff13e93a38","17162289","1682899247","2023-05-01 00:00:47","0x110ead610567689da4f1dc6ffe1c0eec56511dd2","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002790556040143125","5.10071785797561","","","","Approve",""
"0x7e40e6c62e7417537879253da51fba4cbb88112cd96f8e79a7f0461943507896","17162289","1682899247","2023-05-01 00:00:47","0x44c4cb478d7f9eb4d0837f795692dfaa75a482e9","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002108639305014375","3.85427635367053","","","","Transfer",""
"0x0b3f121266b8f27e2b0a0a06950fae381aca40e66aaeb3b41396a0de1bc568cc","17162290","1682899259","2023-05-01 00:00:59","0x9bdb521a97e95177bf252c253e256a60c3e14447","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.003195454487804865","5.84081148553412","","","","Transfer",""
"0x0fdfe49bca43a4b6d40176092b384bc11901181f953951dd84fd802261ee6ded","17162290","1682899259","2023-05-01 00:00:59","0x74aed245c925619aebfaef69e85bdeef1a4e664a","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002907524294253059","5.31451828125045","","","","Approve",""
"0xb5506c419b4fe6c689106d709c4c45122ae94a8db55f3c5189c971066f6f9cd9","17162291","1682899271","2023-05-01 00:01:11","0x8e36ed73833809aa955fca9b9b1976bcd6af992d","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002814486686807728","5.14445949048151","","","","Approve",""
"0x965f99cce74d62e9aee9162456594de8f27a361c5db936a72d02c45cd0387c63","17162291","1682899271","2023-05-01 00:01:11","0xfd442446f7f8be95bbdf0011856c104827ede3d4","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.003170321586807728","5.79487231244651","","","","Approve",""
"0x62780491e309963085a174d2ac79fa18a48eb4b93c7318e8c59ecc0bd7c2d881","17162291","1682899271","2023-05-01 00:01:11","0x86dfafa6220396a899d714a39ef3efa07c3411db","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002047897168677635","3.74324883976742","","","","Approve",""
"0xe56237b86c9c7ccc8a9d1aec40e32f9fae1f111b9eecd6d35e185957f468fbc2","17162292","1682899283","2023-05-01 00:01:23","0x848361605c5c71e384611948f04dae935d881748","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.0022155379568058","4.04967105434748","","","","Transfer",""
"0xed87040a874b6937419698ebadee75172d153a695c7110b0dd48250b0a4c3582","17162294","1682899307","2023-05-01 00:01:47","0x46340b20830761efd32832a74d7169b29feb9758","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.004800675251465625","8.77491425839144","","","","Transfer",""
"0x5b5455d38c60e5c7a4c157a730a92b916992a4e657b237096e2fb293202db1ba","17162294","1682899307","2023-05-01 00:01:47","0x46340b20830761efd32832a74d7169b29feb9758","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.003548878605323457","6.48681775874048","","","","Transfer",""
"0x957514338525f067aae7f9e2fb2ca7b11efd86e993e1a287c8dffd04cbe03542","17162294","1682899307","2023-05-01 00:01:47","0x52b33a4d60c79e3fd0601c6f7b3ec342f96e4cff","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.0039375","7.197159375","","","","Transfer",""
"0xbd72f31921a326f69f0f5ba8ad54f1952ac10dd1e8adfe6630f69cda01fe6e7b","17162294","1682899307","2023-05-01 00:01:47","0x7eb6c83ab7d8d9b8618c0ed973cbef71d1921ef2","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00211790194952775","3.8712070784443","","","","Transfer",""
"0x0ef4211808b893ed92e5c1ca2cf2ad2c3a562c05e84c6fc16aefc2c700caeb96","17162294","1682899307","2023-05-01 00:01:47","0x28c6c06298d514db089934071355e5743bf21d60","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00286476517797327","5.23636103055844","","","","Transfer",""
"0xffe4b8c809ab22b1766acb3ed2eae6bdbeb6eaad757f66faae44faa1ea82bc01","17162294","1682899307","2023-05-01 00:01:47","0x8a9259d54d363ef7c03d085c74027eda1589bdc9","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00182582659472427","3.33733714116676","","","","Transfer",""
"0x3bf517ca5e63a991b2bde5ca255a002ae8ff2aa8beeefa5be622b1deddd3d6b8","17162294","1682899307","2023-05-01 00:01:47","0xa3ab7e949d22f7c3107776c5eca7b37243936ca5","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00250319043600273","4.57545663844759","","","","Approve",""
"0xf181eef52a53ca1b5e955c86d2db30543a20f9d3e3c52d85a9c511a7b4649659","17162294","1682899307","2023-05-01 00:01:47","0xf370fb87a1743ac840eecacf1e73fc8970fa078f","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00273905298396423","5.00657799673902","","","","Transfer",""
"0xc32f68f6041fe45ffb4a4b9aef3e201d3b7756b96f4a3782cd10d0844a7a64dd","17162294","1682899307","2023-05-01 00:01:47","0xdd1cb4799798c106ca3baae939f5ac4fd222a6af","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00273865930596423","5.00585841240672","","","","Transfer",""
"0x80294ea4c631c484ac596115fc6a92a3c98fda17097c3c70b36af17396365d54","17162295","1682899319","2023-05-01 00:01:59","0xcfbba243c567738c2d3d958026b1bf6ad894a19e","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.003130159795655607","5.7214625824891","","","","Transfer",""
"0xe2bc5c26c6d8fe8b15ad515acd436e8267f7c2306b36fb1956686d0635f8411a","17162295","1682899319","2023-05-01 00:01:59","0x3a383e431a09621fbda8d02beeaf9b66d8cf9ac7","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002689886422840816","4.91670889798959","","","","Approve",""
"0x4b762b88665760db184b3b76bdebab9ab95db1d2418c82f231c74dce785f3876","17162296","1682899331","2023-05-01 00:02:11","0xf89d7b9c864f589bbf53a82105107622b35eaa40","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00227202334255935","4.15291786669711","","","","Transfer",""
"0x43730a229a495a52409a47ff8d4bddd74f5a448c95bf1bc81ee761ef02839e86","17162297","1682899343","2023-05-01 00:02:23","0xae2d4617c862309a3d75a0ffb358c7a5009c673f","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.0021860718216885","3.99581137927332","","","","Transfer",""
"0x514594f77c4dee4859764e0674b8cc4d32003824de31b703ad953eac022ab905","17162297","1682899343","2023-05-01 00:02:23","0x5420255794287ebaf889e09e1ce7038b178c8b10","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00192557618168922","3.51966442370064","","","","Transfer",""
"0xdd002db703bbd9d4d86ab7a4c683aff3667641b845d4cc6098222357af441ff5","17162297","1682899343","2023-05-01 00:02:23","0x2b5bf359827d89a1af72444241357cee6ebad2cf","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.0025853576503651","4.72564598121985","","","","Approve",""
"0xe55477179cc18a679b4eeef980fb475aea504e0abf5e398466048035dacb9802","17162298","1682899355","2023-05-01 00:02:35","0x46340b20830761efd32832a74d7169b29feb9758","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00439377740507067","8.03116602985842","","","","Transfer",""
"0x8bec0b9dc3d0768ca2c8bbdc8ad28f4d82c35595cba9ed168fb9a9fef11f833f","17162298","1682899355","2023-05-01 00:02:35","0x03a8530311fa752e97612ea6a70ce542017e2c77","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002876058992705046","5.25700442981592","","","","Transfer",""
"0xcf9ffd592ff1ef2db65f48574c04d860d2a000781f50a492f0bf2f6bdb69b31c","17162299","1682899367","2023-05-01 00:02:47","0x3ec4483cdb2bccc637ef2c94e8f6eeeb8247823b","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002600022123207775","4.75245043790533","","","","Approve",""
"0x985ae8b7f73c8784933fccfe3e0549758d9cb09543d7a51ad14c6d63f36e75c1","17162299","1682899367","2023-05-01 00:02:47","0x4f13456511bbcbd9356911dbaed65708416bc761","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002844439375907157","5.1992085132519","","","","Transfer",""
"0xdfe16255a6b561dbda688ed6a00c44666bc46476d349b7e7dc93a13cfe4754e2","17162300","1682899379","2023-05-01 00:02:59","0x2b8334fd267afeededdb02fab08db7a888f74d69","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002454578234285121","4.48660082553806","","","","Transfer",""
"0x12c69302d988d2aed36daf4e844906ed73806ce5297d2daf45bd8ab2f802ab57","17162300","1682899379","2023-05-01 00:02:59","0x4815e78b4205906ed910e9f19a82d4dbc7e78dd8","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00258730198174794","4.72919992733797","","","","Approve",""
"0x30bd0decfc36ab51af9552eef772ecb75ec03ed74f60744a5521288972d7b30a","17162301","1682899391","2023-05-01 00:03:11","0xd952beecffc6bc1228e83d0457d25d5a39555abf","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.0029932397383875","5.47119325581159","","","","Transfer",""
"0x3b773876d7e994a08b33eab87d4809ea38c5dc17558ea1002d852b069e852d36","17162301","1682899391","2023-05-01 00:03:11","0x28c6c06298d514db089934071355e5743bf21d60","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002177431568965548","3.98001829333368","","","","Transfer",""
"0x8e57264576f6a566160fd36a57037b44b7af3b3a1a89be6100383859113b70c6","17162301","1682899391","2023-05-01 00:03:11","0x6081258689a75d253d87ce902a8de3887239fe80","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002127841898432652","3.88937581405012","","","","Transfer",""
"0x11ac20e04d6404dc3faf42a55631df927276f4316156e9a329f286a2ec300b43","17162301","1682899391","2023-05-01 00:03:11","0xaf18f35c78e233171dea7401ddaa0d149344f61d","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.0026283256318083","4.8041850061008","","","","Transfer",""
"0x2982825dfda909a8a63334e0cb4b308a2678e02226c75e2ddba9826e6c904d03","17162301","1682899391","2023-05-01 00:03:11","0xa64b6b692049f3cd7c46f6380643c7a02a0d4daf","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.0025766023004349","4.70964251484993","","","","Approve",""
"0x68e119d2141d99f85fc880296fe00ca5441438294500b74c67103da549742485","17162302","1682899403","2023-05-01 00:03:23","0xcf792117b289ee2bc612a8d64fdc20e8a142b329","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002055075","3.75636883875","","","","Transfer",""
"0x9f635009bfbc496110ab9dd064f105ca68ce44c112c7291a16e465d6358c405e","17162302","1682899403","2023-05-01 00:03:23","0xae2d4617c862309a3d75a0ffb358c7a5009c673f","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002993249555912946","5.47121120077548","","","","Transfer",""
"0xa236c3b13441fd4835473c6d33bbb357afa77251122ebb4a09e34ade5a073387","17162302","1682899403","2023-05-01 00:03:23","0x7e234979ae2f7e846eaab791e10f8dc1148d3255","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002002924856274498","3.66104619854134","","","","Transfer",""
"0x5d9a41e4cfd52b4da46dc996310bc7a47207b27d76e960e5a14a4496a162fc45","17162302","1682899403","2023-05-01 00:03:23","0x24c8c7d66c19a8b952750fa4d2c604b676fcffbd","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00262059246056115","4.7900499290367","","","","Approve",""
"0x85e6ee98f065587158a8602b3a8b3f6b04203529489767caf48d7cb591363841","17162302","1682899403","2023-05-01 00:03:23","0x08c1a42dc07de0f723fb20e97aafc262d9e7c7eb","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.001661580150025158","3.03711927722349","","","","Approve",""
"0x069b26a63ae13395d57e46db205b1e1541838919ca7cf64d3756e82227112f80","17162303","1682899415","2023-05-01 00:03:35","0x22f307c5e42625aa318da8c108dd3513714eb836","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002621598718000425","4.79188921669708","","","","Transfer",""
"0x6137e5c81dcc93fb60958511a2839810a1bff1986b0dba6f63d5ed60fbd554d4","17162303","1682899415","2023-05-01 00:03:35","0xa562808b82b026e5263a0f71634de4caef3c0934","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.001874160088334313","3.42568351746187","","","","Transfer",""
"0x7e88149bcc413c0809dc26153146f6d27f226a1610a8f45eb2a5e2b410f9c239","17162303","1682899415","2023-05-01 00:03:35","0xa9fecc5d4136f420413157513545dacb71847b36","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002584367219688839","4.72383562250824","","","","Approve",""
"0x23590610091889e014240cb8aeaab8aaaac77f216beadfd8300dbd48d658eaa1","17162304","1682899439","2023-05-01 00:03:59","0x4b1eff9ff570817a9ea463be0a307024ee576a72","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002528564394070737","4.6218364277022","","","","Transfer",""
"0x53e3546cbd1c704f478bdcbf5083eed7332525ee5810244e13c0e278c3427aed","17162304","1682899439","2023-05-01 00:03:59","0x16522678cbdafe6028f22475b9c5cfba759831d9","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002182545","3.98936487825","","","","Transfer",""
"0xf91f59c0c64b775e758f9f01880051e7768fba78e629520e87ad3f03632f9129","17162304","1682899439","2023-05-01 00:03:59","0x58b704065b7aff3ed351052f8560019e05925023","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002110220938001775","3.85716734152654","","","","Transfer",""
"0x3207bea661f97b0fa016188c8b9ea58f00105e3ff7768d20f606169da331b018","17162304","1682899439","2023-05-01 00:03:59","0x08c1a42dc07de0f723fb20e97aafc262d9e7c7eb","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.001619467026314137","2.96014280404829","","","","Approve",""
"0xcdc380932d038c57bb119f8a6ddb52bad36430b98162dde9f037e4a67c68722a","17162305","1682899451","2023-05-01 00:04:11","0x8650488a573019908380ec13efad73e48dc4bbcc","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.0019514419649109","3.56694319556239","","","","Transfer",""
"0x9fd3d94f6b9e9fb33f4ad5430db351d94e913c580a21de1ca64e85e132e6f7e8","17162305","1682899451","2023-05-01 00:04:11","0x5563382cf09fa952888bd05ff47737cf07945d65","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.001950906406224132","3.56596427461678","","","","Transfer",""
"0x459ec266dcb89ad71cc2e58b4be5c3fc01e34d53013d9b7d59d91d7b321d280e","17162305","1682899451","2023-05-01 00:04:11","0x758dce1c4f800f4d0b30a381c88298b8765a163f","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.0026227001865759","4.79390253603276","","","","Approve",""
"0x873ff901f24a87e0f347a18d95f06d2b14e13cc9db5de5312aa086ec2f86b6a9","17162305","1682899451","2023-05-01 00:04:11","0xb5c4402ff7cbe97785dddc768c4e3a4f033474fb","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002660395352242068","4.86280364459566","","","","Transfer",""
"0x740650f7f30d4e235dc0e03c6eab7350c977689570cdae1853c4e662895ef525","17162306","1682899463","2023-05-01 00:04:23","0xaabe09069174ee8215465911ab6ff7f7334eeb49","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002824771487447547","5.163258563331","","","","Transfer",""
"0x0531cb22dca7e762de7e4009194229369c719d3fe2dc38859ac01af5694216a1","17162306","1682899463","2023-05-01 00:04:23","0xc0e0de939f26e71683452467942aff455ca153e3","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002582560883018853","4.72053391002601","","","","Approve",""
"0x8d6a44792880de3d797b392506228c1606de0767d6f1f05de92a9a1aed07ed2d","17162306","1682899463","2023-05-01 00:04:23","0x08c1a42dc07de0f723fb20e97aafc262d9e7c7eb","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.001637138758373613","2.99244407949321","","","","Approve",""
"0x5200534da83e13e572b2989b98828620d56fc5d747fd5de8f885e0c16a93df96","17162307","1682899475","2023-05-01 00:04:35","0x3f2f32dbdea7e7d39236cc95ae72d7a9e78445b0","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.002612537678023779","4.77532699477576","","","","Approve",""
"0xede755cf6e6c25dbbd458e96d45003829578b5cdcf757c1fab59d48818c1e416","17162308","1682899487","2023-05-01 00:04:47","0xbfed4d99bb9254367e1bc5806aa442b31d035859","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.0019377896880966","3.54198888138737","","","","Transfer",""
"0x8b5bdf1b3b949b964714c4d094f48bc4291ec259c012d0e14da7c8887f9737ab","17162308","1682899487","2023-05-01 00:04:47","0x50cd86868d9326d9ce433bd9aa16aef91f6f461e","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","","0","0","0","0.00233991094966116","4.27700622933815","","","","Approve",""
